mmsi,navigationalstatus,sog,cog,heading,shiptype,width,length,draught
538004646,Under way using engine,10.2,168.2,171.0,Cargo,24.0,200.0,6.7
209332000,Under way using engine,7.9,349.4,350.0,Cargo,12.0,90.0,3.3
209332000,Under way using engine,7.8,351.6,350.0,Cargo,12.0,90.0,3.3
255738000,Under way using engine,15.8,134.6,141.0,Cargo,28.0,169.0,8.1
219592000,Under way using engine,15.2,186.2,188.0,Passenger,28.0,171.0,6.3
209956000,Under way using engine,10.8,88.5,93.0,Cargo,16.0,115.0,4.2
219592000,Under way using engine,15.3,185.8,187.0,Passenger,28.0,171.0,6.3
219775000,Under way using engine,10.6,158.7,162.0,Tanker,22.0,147.0,9.0
255738000,Under way using engine,16.4,133.8,141.0,Cargo,28.0,169.0,8.1
538005397,Under way using engine,12.7,123.7,124.0,Tanker,27.0,184.0,6.8
314260000,Under way using engine,8.0,182.5,189.0,Cargo,10.0,78.0,3.6
255738000,Under way using engine,16.4,134.7,141.0,Cargo,28.0,169.0,8.1
538004646,Under way using engine,10.2,171.7,171.0,Cargo,24.0,200.0,6.7
209956000,Under way using engine,10.4,109.8,115.0,Cargo,16.0,115.0,4.2
255738000,Under way using engine,17.0,130.7,141.0,Cargo,28.0,169.0,8.1
538005397,Under way using engine,13.1,108.5,113.0,Tanker,27.0,184.0,6.8
219592000,Under way using engine,16.2,195.5,197.0,Passenger,28.0,171.0,6.3
219775000,Under way using engine,10.3,158.1,163.0,Tanker,22.0,147.0,9.0
209332000,Under way using engine,7.9,336.4,326.0,Cargo,12.0,90.0,3.3
538004646,Under way using engine,10.5,147.5,151.0,Cargo,24.0,200.0,6.8
209956000,Under way using engine,10.2,130.0,133.0,Cargo,16.0,115.0,4.2
538005397,Under way using engine,12.9,107.3,113.0,Tanker,27.0,184.0,6.8
209956000,Under way using engine,10.2,128.7,133.0,Cargo,16.0,115.0,4.2
255738000,Under way using engine,16.3,137.6,146.0,Cargo,28.0,169.0,8.1
255738000,Under way using engine,16.3,137.4,146.0,Cargo,28.0,169.0,8.1
219592000,Under way using engine,9.7,263.2,251.0,Passenger,28.0,171.0,6.3
219775000,Under way using engine,10.4,164.7,168.0,Tanker,22.0,147.0,9.0
538005397,Under way using engine,12.7,107.9,113.0,Tanker,27.0,184.0,6.8
314260000,Under way using engine,8.0,187.1,187.0,Cargo,10.0,78.0,3.6
219024176,Under way using engine,7.5,178.9,183.0,Pilot,5.0,15.0,1.5
538005397,Under way using engine,12.8,105.2,112.0,Tanker,27.0,184.0,6.8
538004646,Under way using engine,11.3,125.0,126.0,Cargo,24.0,200.0,6.8
255738000,Under way using engine,16.1,144.1,153.0,Cargo,28.0,169.0,8.1
538004646,Under way using engine,11.8,121.7,126.0,Cargo,24.0,200.0,6.8
209332000,Under way using engine,7.9,330.9,326.0,Cargo,12.0,90.0,3.3
219592000,Under way using engine,3.5,303.1,297.0,Passenger,28.0,171.0,6.3
209956000,Under way using engine,8.4,130.0,132.0,Cargo,16.0,115.0,4.2
255738000,Under way using engine,16.8,126.2,134.0,Cargo,28.0,169.0,8.1
538005397,Under way using engine,12.2,120.6,128.0,Tanker,27.0,184.0,6.8
255738000,Under way using engine,16.8,128.9,137.0,Cargo,28.0,169.0,8.1
538004646,Under way using engine,8.8,116.1,126.0,Cargo,24.0,200.0,6.8
219775000,Under way using engine,11.1,163.3,163.0,Tanker,22.0,147.0,9.0
209332000,Under way using engine,7.9,335.5,327.0,Cargo,12.0,90.0,3.3
219965000,Restricted maneuverability,0.5,237.8,239.0,Dredging,12.0,73.0,3.8
219022614,Unknown value,0.1,,,Pleasure,5.0,15.0,
219004907,Unknown value,1.9,33.1,,Cargo,5.0,18.0,
265621730,Unknown value,0.1,104.3,,Sailing,3.0,10.0,
219001236,Moored,0.0,61.1,324.0,Tug,7.0,19.0,3.6
538005397,Under way using engine,12.2,140.4,146.0,Tanker,27.0,184.0,6.8
265573420,Unknown value,0.1,96.5,,Sailing,3.0,10.0,
219592000,Under way using engine,3.0,119.3,114.0,Passenger,28.0,171.0,6.3
255738000,Under way using engine,16.1,162.1,169.0,Cargo,28.0,169.0,8.1
257740000,Under way using engine,10.0,325.2,321.0,Cargo,16.0,99.0,4.5
314260000,Under way using engine,8.2,178.7,183.0,Cargo,10.0,78.0,3.6
265698740,Moored,0.1,11.9,303.0,Passenger,12.0,50.0,3.0
257740000,Under way using engine,10.0,324.8,321.0,Cargo,16.0,99.0,4.5
219775000,Under way using engine,11.4,158.9,161.0,Tanker,22.0,147.0,9.0
219024176,Under way using engine,10.1,183.9,193.0,Pilot,5.0,15.0,1.5
209956000,Under way using engine,7.5,194.1,187.0,Cargo,16.0,115.0,4.2
219965000,Restricted maneuverability,0.9,41.7,241.0,Dredging,12.0,73.0,3.8
538005397,Under way using engine,11.9,148.2,154.0,Tanker,27.0,184.0,6.8
538004646,Under way using engine,9.6,118.5,123.0,Cargo,24.0,200.0,6.8
209535000,Under way using engine,11.4,115.7,114.0,Cargo,13.0,90.0,6.0
255738000,Under way using engine,16.2,164.9,169.0,Cargo,28.0,169.0,8.1
219592000,Under way using engine,17.9,72.1,74.0,Passenger,28.0,171.0,6.3
219775000,Under way using engine,9.6,210.2,212.0,Tanker,22.0,147.0,9.0
220127000,Engaged in fishing,6.9,111.2,114.0,Fishing,6.0,17.0,3.0
219775000,Under way using engine,10.1,208.6,212.0,Tanker,22.0,147.0,9.0
538005397,Under way using engine,12.4,135.6,145.0,Tanker,27.0,184.0,6.8
265041000,Under way using engine,9.0,265.3,253.0,Passenger,28.0,111.0,5.0
255738000,Under way using engine,16.4,163.3,167.0,Cargo,28.0,169.0,8.1
219592000,Under way using engine,19.5,72.5,73.0,Passenger,28.0,171.0,6.3
209535000,Under way using engine,9.4,113.7,117.0,Cargo,13.0,90.0,6.0
209332000,Under way using engine,8.4,7.2,9.0,Cargo,12.0,90.0,3.3
219965000,Restricted maneuverability,7.2,326.4,325.0,Dredging,12.0,73.0,3.8
538004646,Under way using engine,10.3,128.2,129.0,Cargo,24.0,200.0,6.8
538004646,Under way using engine,10.2,126.7,129.0,Cargo,24.0,200.0,6.8
219592000,Under way using engine,19.9,72.6,70.0,Passenger,28.0,171.0,6.3
209535000,Under way using engine,9.0,136.4,137.0,Cargo,13.0,90.0,6.0
257740000,Under way using engine,11.5,337.2,336.0,Cargo,16.0,99.0,4.5
257740000,Under way using engine,11.5,338.3,337.0,Cargo,16.0,99.0,4.5
219592000,Under way using engine,19.0,72.8,71.0,Passenger,28.0,171.0,6.3
209956000,Under way using engine,8.9,177.1,181.0,Cargo,16.0,115.0,4.2
538005397,Under way using engine,12.5,137.3,145.0,Tanker,27.0,184.0,6.8
314260000,Under way using engine,9.1,157.0,160.0,Cargo,10.0,78.0,3.6
219592000,Under way using engine,19.0,72.4,71.0,Passenger,28.0,171.0,6.3
538005397,Under way using engine,12.5,137.6,146.0,Tanker,27.0,184.0,6.8
255738000,Under way using engine,17.4,159.9,163.0,Cargo,28.0,169.0,8.1
220127000,Engaged in fishing,7.8,96.5,104.0,Fishing,6.0,17.0,3.0
255738000,Under way using engine,16.8,164.5,170.0,Cargo,28.0,169.0,8.1
219592000,Under way using engine,19.6,72.1,72.0,Passenger,28.0,171.0,6.3
219775000,Under way using engine,11.0,209.2,211.0,Tanker,22.0,147.0,9.0
314260000,Under way using engine,9.1,158.5,161.0,Cargo,10.0,78.0,3.6
209332000,Under way using engine,7.7,342.8,338.0,Cargo,12.0,90.0,3.3
219775000,Under way using engine,11.1,209.1,212.0,Tanker,22.0,147.0,9.0
538004646,Under way using engine,9.6,135.2,135.0,Cargo,24.0,200.0,6.8
209956000,Under way using engine,9.7,161.2,161.0,Cargo,16.0,115.0,4.2
219787000,Engaged in fishing,7.9,62.1,62.0,Fishing,4.0,20.0,3.5
219592000,Under way using engine,20.1,74.1,75.0,Passenger,28.0,171.0,6.3
255738000,Under way using engine,16.9,163.5,169.0,Cargo,28.0,169.0,8.1
538005397,Under way using engine,12.6,135.3,144.0,Tanker,27.0,184.0,6.8
209535000,Under way using engine,8.9,137.3,137.0,Cargo,13.0,90.0,6.0
220127000,Engaged in fishing,7.9,98.5,108.0,Fishing,6.0,17.0,3.0
219965000,Restricted maneuverability,2.9,241.7,240.0,Dredging,12.0,73.0,3.8
257740000,Under way using engine,11.2,354.1,358.0,Cargo,16.0,99.0,4.5
219592000,Under way using engine,19.7,85.2,86.0,Passenger,28.0,171.0,6.3
209332000,Under way using engine,8.0,341.5,340.0,Cargo,12.0,90.0,3.3
209956000,Under way using engine,9.9,159.0,160.0,Cargo,16.0,115.0,4.2
538005397,Under way using engine,13.0,135.1,143.0,Tanker,27.0,184.0,6.8
314260000,Under way using engine,9.7,152.3,154.0,Cargo,10.0,78.0,3.6
255738000,Under way using engine,17.1,163.6,170.0,Cargo,28.0,169.0,8.1
538005397,Under way using engine,13.0,139.6,149.0,Tanker,27.0,184.0,6.8
209535000,Under way using engine,9.0,121.3,122.0,Cargo,13.0,90.0,6.0
538004646,Under way using engine,10.2,190.4,190.0,Cargo,24.0,200.0,6.8
219787000,Engaged in fishing,8.3,106.2,107.0,Fishing,4.0,20.0,3.5
219592000,Under way using engine,18.5,156.3,162.0,Passenger,28.0,171.0,6.3
255806439,Under way using engine,10.0,3.6,0.0,Cargo,13.0,88.0,3.9
219592000,Under way using engine,18.6,156.3,162.0,Passenger,28.0,171.0,6.3
219775000,Under way using engine,11.5,210.9,211.0,Tanker,22.0,147.0,9.0
219775000,Under way using engine,11.6,211.6,213.0,Tanker,22.0,147.0,9.0
209535000,Under way using engine,9.0,121.0,122.0,Cargo,13.0,90.0,6.0
220127000,Engaged in fishing,8.2,105.4,103.0,Fishing,6.0,17.0,3.0
255806439,Under way using engine,9.9,2.8,1.0,Cargo,13.0,88.0,3.9
255738000,Under way using engine,17.2,163.5,169.0,Cargo,28.0,169.0,8.1
257740000,Under way using engine,12.3,10.3,12.0,Cargo,16.0,99.0,4.5
255738000,Under way using engine,17.3,165.1,169.0,Cargo,28.0,169.0,8.1
219592000,Under way using engine,18.8,156.0,160.0,Passenger,28.0,171.0,6.3
314260000,Under way using engine,9.7,162.8,164.0,Cargo,10.0,78.0,3.6
219787000,Engaged in fishing,9.1,103.9,108.0,Fishing,4.0,20.0,3.5
538005397,Under way using engine,12.2,161.6,168.0,Tanker,27.0,184.0,6.8
220127000,Engaged in fishing,6.9,100.1,95.0,Fishing,6.0,17.0,3.0
219592000,Under way using engine,18.8,157.0,160.0,Passenger,28.0,171.0,6.3
209535000,Under way using engine,9.0,120.7,120.0,Cargo,13.0,90.0,6.0
209956000,Under way using engine,10.1,190.6,190.0,Cargo,16.0,115.0,4.2
219358000,Under way using engine,15.3,239.3,239.0,Cargo,34.0,238.0,7.2
538004646,Under way using engine,11.8,177.0,178.0,Cargo,24.0,200.0,6.8
219775000,Under way using engine,11.9,215.4,214.0,Tanker,22.0,147.0,9.0
220127000,Engaged in fishing,7.0,100.1,97.0,Fishing,6.0,17.0,3.0
209332000,Under way using engine,8.2,344.5,342.0,Cargo,12.0,90.0,3.3
314260000,Under way using engine,9.6,163.6,164.0,Cargo,10.0,78.0,3.6
219775000,Under way using engine,11.9,214.8,213.0,Tanker,22.0,147.0,9.0
219592000,Under way using engine,19.1,159.1,162.0,Passenger,28.0,171.0,6.3
255738000,Under way using engine,17.6,163.6,169.0,Cargo,28.0,169.0,8.1
255806439,Under way using engine,9.5,336.6,340.0,Cargo,13.0,88.0,3.9
538004646,Under way using engine,11.9,161.0,160.0,Cargo,24.0,200.0,6.8
219787000,Engaged in fishing,9.6,102.6,102.0,Fishing,4.0,20.0,3.5
257740000,Under way using engine,11.8,36.9,37.0,Cargo,16.0,99.0,4.5
538005397,Under way using engine,12.5,162.3,167.0,Tanker,27.0,184.0,6.8
257740000,Under way using engine,11.9,36.9,37.0,Cargo,16.0,99.0,4.5
209332000,Under way using engine,8.5,343.7,340.0,Cargo,12.0,90.0,3.3
255738000,Under way using engine,17.5,164.1,169.0,Cargo,28.0,169.0,8.1
219592000,Under way using engine,19.0,157.8,160.0,Passenger,28.0,171.0,6.3
538005397,Under way using engine,12.6,162.3,168.0,Tanker,27.0,184.0,6.8
209535000,Under way using engine,9.0,120.4,119.0,Cargo,13.0,90.0,6.0
220127000,Engaged in fishing,7.6,108.1,111.0,Fishing,6.0,17.0,3.0
538004646,Under way using engine,12.0,161.5,162.0,Cargo,24.0,200.0,6.8
219592000,Under way using engine,19.0,157.3,160.0,Passenger,28.0,171.0,6.3
255738000,Under way using engine,17.6,164.1,168.0,Cargo,28.0,169.0,8.1
219775000,Under way using engine,11.7,206.9,207.0,Tanker,22.0,147.0,9.0
209956000,Under way using engine,8.8,171.2,171.0,Cargo,16.0,115.0,4.2
219787000,Engaged in fishing,8.1,107.9,101.0,Fishing,4.0,20.0,3.5
257740000,Under way using engine,11.7,41.0,40.0,Cargo,16.0,99.0,4.5
314260000,Under way using engine,9.4,162.3,161.0,Cargo,10.0,78.0,3.6
219775000,Under way using engine,11.5,206.0,207.0,Tanker,22.0,147.0,9.0
209535000,Under way using engine,9.0,121.2,120.0,Cargo,13.0,90.0,6.0
255806439,Under way using engine,10.0,351.4,351.0,Cargo,13.0,88.0,3.9
209332000,Under way using engine,8.4,342.9,341.0,Cargo,12.0,90.0,3.3
209535000,Under way using engine,9.0,120.6,120.0,Cargo,13.0,90.0,6.0
219592000,Under way using engine,18.5,157.8,161.0,Passenger,28.0,171.0,6.3
219592000,Under way using engine,18.7,157.4,161.0,Passenger,28.0,171.0,6.3
219787000,Engaged in fishing,9.1,104.0,112.0,Fishing,4.0,20.0,3.5
255738000,Under way using engine,17.2,164.9,167.0,Cargo,28.0,169.0,8.1
538005397,Under way using engine,12.9,162.3,165.0,Tanker,27.0,184.0,6.8
257740000,Under way using engine,11.3,2.7,359.0,Cargo,16.0,99.0,4.5
220127000,Engaged in fishing,7.2,105.6,110.0,Fishing,6.0,17.0,3.0
538004646,Under way using engine,12.8,190.1,190.0,Cargo,24.0,200.0,6.8
219787000,Engaged in fishing,9.2,105.7,107.0,Fishing,4.0,20.0,3.5
314260000,Under way using engine,9.6,160.4,158.0,Cargo,10.0,78.0,3.6
538005397,Under way using engine,13.2,166.0,169.0,Tanker,27.0,184.0,6.8
255738000,Under way using engine,16.3,163.5,165.0,Cargo,28.0,169.0,8.1
219775000,Under way using engine,12.5,208.8,208.0,Tanker,22.0,147.0,9.0
219592000,Under way using engine,18.8,158.0,161.0,Passenger,28.0,171.0,6.3
255738000,Under way using engine,17.1,165.2,167.0,Cargo,28.0,169.0,8.1
209956000,Under way using engine,9.7,187.3,189.0,Cargo,16.0,115.0,4.2
219775000,Under way using engine,12.1,209.0,209.0,Tanker,22.0,147.0,9.0
219592000,Under way using engine,18.7,157.2,161.0,Passenger,28.0,171.0,6.3
305288000,Under way using engine,10.1,6.3,5.0,Cargo,12.0,80.0,3.8
538005397,Under way using engine,12.9,167.8,170.0,Tanker,27.0,184.0,6.8
314260000,Under way using engine,9.5,160.9,159.0,Cargo,10.0,78.0,3.6
219787000,Engaged in fishing,8.8,104.2,106.0,Fishing,4.0,20.0,3.5
220127000,Engaged in fishing,5.4,99.0,101.0,Fishing,6.0,17.0,3.0
257740000,Under way using engine,11.1,1.0,359.0,Cargo,16.0,99.0,4.5
255806439,Under way using engine,7.8,8.1,12.0,Cargo,13.0,88.0,3.9
538004646,Under way using engine,9.9,173.9,171.0,Cargo,24.0,200.0,6.8
219592000,Under way using engine,19.0,157.5,159.0,Passenger,28.0,171.0,6.3
209535000,Under way using engine,8.7,170.6,169.0,Cargo,13.0,90.0,6.0
209332000,Under way using engine,7.2,341.7,339.0,Cargo,12.0,90.0,3.3
255738000,Under way using engine,13.9,135.2,138.0,Cargo,28.0,169.0,8.1
255738000,Under way using engine,13.5,129.3,133.0,Cargo,28.0,169.0,8.1
219775000,Under way using engine,12.2,213.8,220.0,Tanker,22.0,147.0,9.0
219592000,Under way using engine,19.0,157.6,159.0,Passenger,28.0,171.0,6.3
219787000,Engaged in fishing,8.6,107.4,111.0,Fishing,4.0,20.0,3.5
209332000,Under way using engine,6.2,345.0,344.0,Cargo,12.0,90.0,3.3
538005397,Under way using engine,12.9,166.7,172.0,Tanker,27.0,184.0,6.8
219775000,Under way using engine,11.8,224.0,225.0,Tanker,22.0,147.0,9.0
209956000,Under way using engine,10.0,192.5,192.0,Cargo,16.0,115.0,4.2
219592000,Under way using engine,18.6,164.7,169.0,Passenger,28.0,171.0,6.3
257740000,Under way using engine,11.1,5.9,7.0,Cargo,16.0,99.0,4.5
220127000,Engaged in fishing,5.8,98.0,98.0,Fishing,6.0,17.0,3.0
314260000,Under way using engine,9.5,174.7,173.0,Cargo,10.0,78.0,3.6
255738000,Under way using engine,13.8,124.6,128.0,Cargo,28.0,169.0,8.1
219005477,Power-driven vessel towing astern,15.8,111.0,,Pilot,4.0,14.0,
305288000,Under way using engine,9.5,359.0,355.0,Cargo,12.0,80.0,3.8
219775000,Under way using engine,11.9,226.7,226.0,Tanker,22.0,147.0,9.0
219002416,Under way using engine,6.1,115.0,115.0,Tug,11.0,29.0,4.5
219787000,Engaged in fishing,8.8,101.7,101.0,Fishing,4.0,20.0,3.5
255806439,Under way using engine,8.4,6.3,9.0,Cargo,13.0,88.0,3.9
538004646,Under way using engine,9.4,179.1,187.0,Cargo,24.0,200.0,6.8
538005397,Under way using engine,13.0,164.8,167.0,Tanker,27.0,184.0,6.8
219592000,Under way using engine,18.6,171.9,174.0,Passenger,28.0,171.0,6.3
209535000,Under way using engine,8.8,171.0,170.0,Cargo,13.0,90.0,6.0
209535000,Under way using engine,8.8,170.4,169.0,Cargo,13.0,90.0,6.0
538005397,Under way using engine,12.9,164.8,168.0,Tanker,27.0,184.0,6.8
255738000,Under way using engine,14.3,148.6,152.0,Cargo,28.0,169.0,8.1
255738000,Under way using engine,14.4,154.2,156.0,Cargo,28.0,169.0,8.1
219002416,Under way using engine,2.5,135.0,137.0,Tug,11.0,29.0,4.5
265698740,Under way using engine,9.9,124.4,131.0,Passenger,12.0,50.0,3.0
219592000,Under way using engine,19.0,156.3,157.0,Passenger,28.0,171.0,6.3
219775000,Under way using engine,12.0,203.2,201.0,Tanker,22.0,147.0,9.0
257740000,Under way using engine,11.0,6.4,5.0,Cargo,16.0,99.0,4.5
255806439,Under way using engine,7.1,43.6,50.0,Cargo,13.0,88.0,3.9
219787000,Engaged in fishing,8.6,102.0,101.0,Fishing,4.0,20.0,3.5
219592000,Under way using engine,19.0,156.5,158.0,Passenger,28.0,171.0,6.3
219018172,Under way using engine,18.5,121.7,123.0,HSC,31.0,112.0,3.4
305288000,Under way using engine,11.7,355.9,355.0,Cargo,12.0,80.0,3.8
314260000,Under way using engine,9.6,172.1,173.0,Cargo,10.0,78.0,3.6
305371000,Under way using engine,9.7,164.0,162.0,Cargo,16.0,100.0,5.8
220127000,Engaged in fishing,4.9,94.4,87.0,Fishing,6.0,17.0,3.0
219018172,Under way using engine,36.5,119.1,120.0,HSC,31.0,112.0,3.4
219775000,Under way using engine,11.9,210.5,208.0,Tanker,22.0,147.0,9.0
255738000,Under way using engine,14.1,157.6,159.0,Cargo,28.0,169.0,8.1
538005397,Under way using engine,12.8,165.7,168.0,Tanker,27.0,184.0,6.8
219018172,Under way using engine,36.1,119.6,121.0,HSC,31.0,112.0,3.4
538004646,Under way using engine,11.2,183.2,184.0,Cargo,24.0,200.0,6.8
314260000,Under way using engine,9.5,171.6,172.0,Cargo,10.0,78.0,3.6
305371000,Under way using engine,10.3,143.0,137.0,Cargo,16.0,100.0,5.8
219592000,Under way using engine,18.6,156.4,158.0,Passenger,28.0,171.0,6.3
305371000,Under way using engine,10.6,140.0,136.0,Cargo,16.0,100.0,5.8
219018172,Under way using engine,34.6,115.0,116.0,HSC,31.0,112.0,3.4
219592000,Under way using engine,18.6,156.8,158.0,Passenger,28.0,171.0,6.3
209535000,Under way using engine,9.4,110.3,112.0,Cargo,13.0,90.0,6.0
219787000,Engaged in fishing,8.7,109.1,104.0,Fishing,4.0,20.0,3.5
219018172,Under way using engine,36.9,103.0,105.0,HSC,31.0,112.0,3.4
219018172,Under way using engine,36.1,103.4,104.0,HSC,31.0,112.0,3.4
257740000,Under way using engine,11.1,3.8,3.0,Cargo,16.0,99.0,4.5
219775000,Under way using engine,11.8,215.4,215.0,Tanker,22.0,147.0,9.0
219018172,Under way using engine,36.7,103.9,105.0,HSC,31.0,112.0,3.4
305288000,Under way using engine,10.2,10.2,12.0,Cargo,12.0,80.0,3.8
538005397,Under way using engine,12.8,164.9,167.0,Tanker,27.0,184.0,6.8
219018172,Under way using engine,37.7,95.6,96.0,HSC,31.0,112.0,3.4
255738000,Under way using engine,13.8,161.8,165.0,Cargo,28.0,169.0,8.1
255738000,Under way using engine,13.7,160.4,163.0,Cargo,28.0,169.0,8.1
219592000,Under way using engine,19.0,143.8,146.0,Passenger,28.0,171.0,6.3
219775000,Under way using engine,11.9,233.3,228.0,Tanker,22.0,147.0,9.0
314260000,Under way using engine,9.5,171.1,171.0,Cargo,10.0,78.0,3.6
538005397,Under way using engine,13.0,165.8,167.0,Tanker,27.0,184.0,6.8
219592000,Under way using engine,19.1,144.3,145.0,Passenger,28.0,171.0,6.3
219018172,Under way using engine,36.5,96.6,98.0,HSC,31.0,112.0,3.4
209535000,Under way using engine,9.2,110.1,109.0,Cargo,13.0,90.0,6.0
305371000,Under way using engine,11.1,137.0,136.0,Cargo,16.0,100.0,5.8
219018172,Under way using engine,33.5,107.0,109.0,HSC,31.0,112.0,3.4
209535000,Under way using engine,9.3,110.3,109.0,Cargo,13.0,90.0,6.0
265650970,Under way using engine,23.6,174.9,178.0,HSC,8.0,27.0,1.7
219018172,Under way using engine,36.4,107.8,108.0,HSC,31.0,112.0,3.4
220259000,Under way using engine,9.0,288.2,287.0,Tug,11.0,30.0,4.8
219592000,Under way using engine,18.5,140.0,139.0,Passenger,28.0,171.0,6.3
219000781,Under way using engine,9.6,346.8,349.0,Passenger,,,2.8
257740000,Under way using engine,11.0,356.4,357.0,Cargo,16.0,99.0,4.5
219018172,Under way using engine,36.3,104.7,105.0,HSC,31.0,112.0,3.4
220127000,Engaged in fishing,1.8,106.7,121.0,Fishing,6.0,17.0,3.0
255738000,Under way using engine,13.2,131.4,135.0,Cargo,28.0,169.0,8.1
305371000,Under way using engine,10.5,140.0,141.0,Cargo,16.0,100.0,5.8
219775000,Under way using engine,11.9,220.5,220.0,Tanker,22.0,147.0,9.0
219592000,Under way using engine,18.6,135.9,138.0,Passenger,28.0,171.0,6.3
209535000,Under way using engine,9.3,110.9,108.0,Cargo,13.0,90.0,6.0
305288000,Under way using engine,10.6,11.6,8.0,Cargo,12.0,80.0,3.8
219775000,Under way using engine,12.1,220.8,220.0,Tanker,22.0,147.0,9.0
538005397,Under way using engine,10.9,166.1,167.0,Tanker,27.0,184.0,6.8
219592000,Under way using engine,18.5,136.2,138.0,Passenger,28.0,171.0,6.3
305371000,Under way using engine,10.9,140.0,141.0,Cargo,16.0,100.0,5.8
255738000,Under way using engine,12.6,169.1,169.0,Cargo,28.0,169.0,8.1
314260000,Under way using engine,9.4,184.2,185.0,Cargo,10.0,78.0,3.6
219000781,Under way using engine,10.5,266.4,262.0,Passenger,,,2.8
266186000,Engaged in fishing,7.5,273.1,274.0,Fishing,5.0,16.0,2.5
209535000,Under way using engine,9.2,110.5,109.0,Cargo,13.0,90.0,6.0
219592000,Under way using engine,17.5,129.6,132.0,Passenger,28.0,171.0,6.3
219592000,Under way using engine,17.5,129.2,132.0,Passenger,28.0,171.0,6.3
257740000,Under way using engine,10.7,354.1,354.0,Cargo,16.0,99.0,4.5
219775000,Under way using engine,12.0,197.4,197.0,Tanker,22.0,147.0,9.0
305371000,Under way using engine,10.2,143.0,144.0,Cargo,16.0,100.0,5.8
305288000,Under way using engine,10.5,338.1,339.0,Cargo,12.0,80.0,3.8
538005397,Under way using engine,12.2,162.9,165.0,Tanker,27.0,184.0,6.8
538005397,Under way using engine,12.2,162.8,165.0,Tanker,27.0,184.0,6.8
305371000,Under way using engine,10.2,143.0,145.0,Cargo,16.0,100.0,5.8
219592000,Under way using engine,16.9,132.0,133.0,Passenger,28.0,171.0,6.3
209535000,Under way using engine,9.2,108.5,109.0,Cargo,13.0,90.0,6.0
255738000,Under way using engine,5.0,141.7,151.0,Cargo,28.0,169.0,8.1
255738000,Under way using engine,5.1,143.3,151.0,Cargo,28.0,169.0,8.1
219024177,Under way using engine,17.0,96.2,103.0,Pilot,5.0,15.0,1.5
314260000,Under way using engine,9.5,183.7,184.0,Cargo,10.0,78.0,3.6
219787000,Engaged in fishing,2.3,161.6,169.0,Fishing,4.0,20.0,3.5
219787000,Engaged in fishing,2.5,165.9,170.0,Fishing,4.0,20.0,3.5
219592000,Under way using engine,17.3,152.6,55.0,Passenger,28.0,171.0,6.3
219592000,Under way using engine,17.3,162.9,164.0,Passenger,28.0,171.0,6.3
257740000,Under way using engine,10.7,358.6,358.0,Cargo,16.0,99.0,4.5
219775000,Under way using engine,11.9,164.4,163.0,Tanker,22.0,147.0,9.0
305371000,Under way using engine,11.0,143.0,145.0,Cargo,16.0,100.0,5.8
209535000,Under way using engine,9.7,110.8,109.0,Cargo,13.0,90.0,6.0
305288000,Under way using engine,11.3,341.1,342.0,Cargo,12.0,80.0,3.8
538005397,Under way using engine,9.9,122.7,125.0,Tanker,27.0,184.0,6.8
305288000,Under way using engine,10.9,314.2,312.0,Cargo,12.0,80.0,3.8
538005397,Under way using engine,7.7,119.7,125.0,Tanker,27.0,184.0,6.8
219592000,Under way using engine,18.0,196.5,196.0,Passenger,28.0,171.0,6.3
305371000,Under way using engine,11.1,144.0,144.0,Cargo,16.0,100.0,5.8
219592000,Under way using engine,18.5,201.9,202.0,Passenger,28.0,171.0,6.3
314260000,Under way using engine,9.6,183.7,183.0,Cargo,10.0,78.0,3.6
314260000,Under way using engine,9.7,181.2,181.0,Cargo,10.0,78.0,3.6
209535000,Under way using engine,9.4,108.1,105.0,Cargo,13.0,90.0,6.0
257740000,Under way using engine,10.7,348.5,348.0,Cargo,16.0,99.0,4.5
305371000,Under way using engine,11.2,148.0,143.0,Cargo,16.0,100.0,5.8
209535000,Under way using engine,9.4,109.2,106.0,Cargo,13.0,90.0,6.0
219775000,Under way using engine,11.6,157.7,158.0,Tanker,22.0,147.0,9.0
219592000,Under way using engine,17.1,161.3,162.0,Passenger,28.0,171.0,6.3
220127000,Engaged in fishing,2.6,127.8,141.0,Fishing,6.0,17.0,3.0
305288000,Under way using engine,11.4,316.6,315.0,Cargo,12.0,80.0,3.8
219775000,Under way using engine,11.7,157.1,158.0,Tanker,22.0,147.0,9.0
538005397,Under way using engine,11.3,130.7,132.0,Tanker,27.0,184.0,6.8
220127000,Engaged in fishing,2.5,130.3,148.0,Fishing,6.0,17.0,3.0
257740000,Under way using engine,10.6,348.1,349.0,Cargo,16.0,99.0,4.5
209535000,Under way using engine,9.2,106.6,106.0,Cargo,13.0,90.0,6.0
305288000,Under way using engine,11.3,318.0,314.0,Cargo,12.0,80.0,3.8
219592000,Under way using engine,17.4,200.8,200.0,Passenger,28.0,171.0,6.3
305371000,Under way using engine,9.6,146.0,149.0,Cargo,16.0,100.0,5.8
314260000,Under way using engine,9.8,192.2,191.0,Cargo,10.0,78.0,3.6
305371000,Under way using engine,9.7,146.0,149.0,Cargo,16.0,100.0,5.8
219592000,Under way using engine,15.8,221.1,221.0,Passenger,28.0,171.0,6.3
257740000,Under way using engine,10.7,347.2,348.0,Cargo,16.0,99.0,4.5
538005397,Under way using engine,11.9,157.8,162.0,Tanker,27.0,184.0,6.8
305288000,Under way using engine,11.1,337.4,334.0,Cargo,12.0,80.0,3.8
